Dataset Size,Number of Ants,Alpha,Beta,Evaporation,Q,Iterations,Result
100,30,0.10,1.50,1.00,9,150,4094.0
100,30,0.10,1.50,1.00,9,200,4094.0
100,30,0.10,1.50,1.00,11,50,4193.0
100,30,0.10,1.50,1.00,11,100,4193.0
100,30,0.10,1.50,1.00,11,150,4018.0
100,30,0.10,1.50,1.00,11,200,4018.0
100,30,0.10,1.50,1.00,13,50,4193.0
100,30,0.10,1.50,1.00,13,100,4193.0
100,30,0.10,1.50,1.00,13,150,4127.0
100,30,0.10,1.50,1.00,13,200,4127.0
100,30,0.10,2.00,0.10,1,50,2666.0
100,30,0.10,2.00,0.10,1,100,2591.0
100,30,0.10,2.00,0.10,1,150,2585.0
100,30,0.10,2.00,0.10,1,200,2519.0
100,30,0.10,2.00,0.10,3,50,2589.0
100,30,0.10,2.00,0.10,3,100,2588.0
100,30,0.10,2.00,0.10,3,150,2556.0
100,30,0.10,2.00,0.10,3,200,2556.0
100,30,0.10,2.00,0.10,5,50,2674.0
100,30,0.10,2.00,0.10,5,100,2635.0
100,30,0.10,2.00,0.10,5,150,2592.0
100,30,0.10,2.00,0.10,5,200,2568.0
100,30,0.10,2.00,0.10,7,50,2679.0
100,30,0.10,2.00,0.10,7,100,2636.0
100,30,0.10,2.00,0.10,7,150,2568.0
100,30,0.10,2.00,0.10,7,200,2541.0
100,30,0.10,2.00,0.10,9,50,2665.0
100,30,0.10,2.00,0.10,9,100,2551.0
100,30,0.10,2.00,0.10,9,150,2551.0
100,30,0.10,2.00,0.10,9,200,2551.0
100,30,0.10,2.00,0.10,11,50,2613.0
100,30,0.10,2.00,0.10,11,100,2579.0
100,30,0.10,2.00,0.10,11,150,2512.0
100,30,0.10,2.00,0.10,11,200,2512.0
100,30,0.10,2.00,0.10,13,50,2692.0
100,30,0.10,2.00,0.10,13,100,2606.0
100,30,0.10,2.00,0.10,13,150,2606.0
100,30,0.10,2.00,0.10,13,200,2516.0
100,30,0.10,2.00,0.20,1,50,2851.0
100,30,0.10,2.00,0.20,1,100,2730.0
100,30,0.10,2.00,0.20,1,150,2730.0
100,30,0.10,2.00,0.20,1,200,2678.0
100,30,0.10,2.00,0.20,3,50,2846.0
100,30,0.10,2.00,0.20,3,100,2748.0
100,30,0.10,2.00,0.20,3,150,2672.0
100,30,0.10,2.00,0.20,3,200,2672.0
100,30,0.10,2.00,0.20,5,50,2766.0
100,30,0.10,2.00,0.20,5,100,2741.0
100,30,0.10,2.00,0.20,5,150,2684.0
100,30,0.10,2.00,0.20,5,200,2684.0
100,30,0.10,2.00,0.20,7,50,2851.0
100,30,0.10,2.00,0.20,7,100,2728.0
100,30,0.10,2.00,0.20,7,150,2706.0
100,30,0.10,2.00,0.20,7,200,2692.0
100,30,0.10,2.00,0.20,9,50,2789.0
100,30,0.10,2.00,0.20,9,100,2715.0
100,30,0.10,2.00,0.20,9,150,2699.0
100,30,0.10,2.00,0.20,9,200,2699.0
100,30,0.10,2.00,0.20,11,50,2744.0
100,30,0.10,2.00,0.20,11,100,2640.0
100,30,0.10,2.00,0.20,11,150,2640.0
100,30,0.10,2.00,0.20,11,200,2640.0
100,30,0.10,2.00,0.20,13,50,2718.0
100,30,0.10,2.00,0.20,13,100,2718.0
100,30,0.10,2.00,0.20,13,150,2630.0
100,30,0.10,2.00,0.20,13,200,2630.0
100,30,0.10,2.00,0.30,1,50,2788.0
100,30,0.10,2.00,0.30,1,100,2788.0
100,30,0.10,2.00,0.30,1,150,2722.0
100,30,0.10,2.00,0.30,1,200,2710.0
100,30,0.10,2.00,0.30,3,50,2991.0
100,30,0.10,2.00,0.30,3,100,2822.0
100,30,0.10,2.00,0.30,3,150,2822.0
100,30,0.10,2.00,0.30,3,200,2817.0
100,30,0.10,2.00,0.30,5,50,2840.0
100,30,0.10,2.00,0.30,5,100,2795.0
100,30,0.10,2.00,0.30,5,150,2795.0
100,30,0.10,2.00,0.30,5,200,2760.0
100,30,0.10,2.00,0.30,7,50,2746.0
100,30,0.10,2.00,0.30,7,100,2746.0
100,30,0.10,2.00,0.30,7,150,2746.0
100,30,0.10,2.00,0.30,7,200,2746.0
100,30,0.10,2.00,0.30,9,50,2973.0
100,30,0.10,2.00,0.30,9,100,2619.0
100,30,0.10,2.00,0.30,9,150,2619.0
100,30,0.10,2.00,0.30,9,200,2619.0
100,30,0.10,2.00,0.30,11,50,2894.0
100,30,0.10,2.00,0.30,11,100,2844.0
100,30,0.10,2.00,0.30,11,150,2755.0
100,30,0.10,2.00,0.30,11,200,2693.0
100,30,0.10,2.00,0.30,13,50,2844.0
100,30,0.10,2.00,0.30,13,100,2844.0
100,30,0.10,2.00,0.30,13,150,2751.0
100,30,0.10,2.00,0.30,13,200,2706.0
100,30,0.10,2.00,0.40,1,50,3119.0
100,30,0.10,2.00,0.40,1,100,2959.0
100,30,0.10,2.00,0.40,1,150,2818.0
100,30,0.10,2.00,0.40,1,200,2818.0
100,30,0.10,2.00,0.40,3,50,3161.0
100,30,0.10,2.00,0.40,3,100,2928.0
100,30,0.10,2.00,0.40,3,150,2776.0
100,30,0.10,2.00,0.40,3,200,2776.0
100,30,0.10,2.00,0.40,5,50,3021.0
100,30,0.10,2.00,0.40,5,100,2953.0
100,30,0.10,2.00,0.40,5,150,2849.0
100,30,0.10,2.00,0.40,5,200,2833.0
100,30,0.10,2.00,0.40,7,50,3078.0
100,30,0.10,2.00,0.40,7,100,2841.0
100,30,0.10,2.00,0.40,7,150,2791.0
100,30,0.10,2.00,0.40,7,200,2791.0
100,30,0.10,2.00,0.40,9,50,2989.0
100,30,0.10,2.00,0.40,9,100,2943.0
100,30,0.10,2.00,0.40,9,150,2786.0
100,30,0.10,2.00,0.40,9,200,2786.0
100,30,0.10,2.00,0.40,11,50,3182.0
100,30,0.10,2.00,0.40,11,100,2908.0
100,30,0.10,2.00,0.40,11,150,2900.0
100,30,0.10,2.00,0.40,11,200,2835.0
100,30,0.10,2.00,0.40,13,50,3028.0
100,30,0.10,2.00,0.40,13,100,2980.0
100,30,0.10,2.00,0.40,13,150,2821.0
100,30,0.10,2.00,0.40,13,200,2821.0
100,30,0.10,2.00,0.50,1,50,3158.0
100,30,0.10,2.00,0.50,1,100,3041.0
100,30,0.10,2.00,0.50,1,150,2994.0
100,30,0.10,2.00,0.50,1,200,2974.0
100,30,0.10,2.00,0.50,3,50,3242.0
100,30,0.10,2.00,0.50,3,100,3031.0
100,30,0.10,2.00,0.50,3,150,2917.0
100,30,0.10,2.00,0.50,3,200,2917.0
100,30,0.10,2.00,0.50,5,50,3075.0
100,30,0.10,2.00,0.50,5,100,2995.0
100,30,0.10,2.00,0.50,5,150,2964.0
100,30,0.10,2.00,0.50,5,200,2961.0
100,30,0.10,2.00,0.50,7,50,3147.0
100,30,0.10,2.00,0.50,7,100,2996.0
100,30,0.10,2.00,0.50,7,150,2996.0
100,30,0.10,2.00,0.50,7,200,2892.0
100,30,0.10,2.00,0.50,9,50,3258.0
100,30,0.10,2.00,0.50,9,100,3012.0
100,30,0.10,2.00,0.50,9,150,2886.0
100,30,0.10,2.00,0.50,9,200,2886.0
100,30,0.10,2.00,0.50,11,50,3197.0
100,30,0.10,2.00,0.50,11,100,2990.0
100,30,0.10,2.00,0.50,11,150,2971.0
100,30,0.10,2.00,0.50,11,200,2971.0
100,30,0.10,2.00,0.50,13,50,3039.0
100,30,0.10,2.00,0.50,13,100,3003.0
100,30,0.10,2.00,0.50,13,150,2978.0
100,30,0.10,2.00,0.50,13,200,2978.0
100,30,0.10,2.00,0.60,1,50,3192.0
100,30,0.10,2.00,0.60,1,100,3021.0
100,30,0.10,2.00,0.60,1,150,3021.0
100,30,0.10,2.00,0.60,1,200,3021.0
100,30,0.10,2.00,0.60,3,50,3169.0
100,30,0.10,2.00,0.60,3,100,3079.0
100,30,0.10,2.00,0.60,3,150,2975.0
100,30,0.10,2.00,0.60,3,200,2975.0
100,30,0.10,2.00,0.60,5,50,3310.0
100,30,0.10,2.00,0.60,5,100,3172.0
100,30,0.10,2.00,0.60,5,150,3145.0
100,30,0.10,2.00,0.60,5,200,3114.0
100,30,0.10,2.00,0.60,7,50,3307.0
100,30,0.10,2.00,0.60,7,100,3201.0
100,30,0.10,2.00,0.60,7,150,3083.0
100,30,0.10,2.00,0.60,7,200,3041.0
100,30,0.10,2.00,0.60,9,50,3183.0
100,30,0.10,2.00,0.60,9,100,3183.0
100,30,0.10,2.00,0.60,9,150,3110.0
100,30,0.10,2.00,0.60,9,200,3110.0
100,30,0.10,2.00,0.60,11,50,3252.0
100,30,0.10,2.00,0.60,11,100,3163.0
100,30,0.10,2.00,0.60,11,150,3043.0
100,30,0.10,2.00,0.60,11,200,2923.0
100,30,0.10,2.00,0.60,13,50,3233.0
100,30,0.10,2.00,0.60,13,100,3145.0
100,30,0.10,2.00,0.60,13,150,3102.0
100,30,0.10,2.00,0.60,13,200,3016.0
100,30,0.10,2.00,0.70,1,50,3397.0
100,30,0.10,2.00,0.70,1,100,3249.0
100,30,0.10,2.00,0.70,1,150,3212.0
100,30,0.10,2.00,0.70,1,200,3212.0
100,30,0.10,2.00,0.70,3,50,3391.0
100,30,0.10,2.00,0.70,3,100,3232.0
100,30,0.10,2.00,0.70,3,150,3054.0
100,30,0.10,2.00,0.70,3,200,3054.0
100,30,0.10,2.00,0.70,5,50,3396.0
100,30,0.10,2.00,0.70,5,100,3275.0
100,30,0.10,2.00,0.70,5,150,3189.0
100,30,0.10,2.00,0.70,5,200,3037.0
100,30,0.10,2.00,0.70,7,50,3353.0
100,30,0.10,2.00,0.70,7,100,3198.0
100,30,0.10,2.00,0.70,7,150,3121.0
100,30,0.10,2.00,0.70,7,200,3121.0
100,30,0.10,2.00,0.70,9,50,3325.0
100,30,0.10,2.00,0.70,9,100,3251.0
100,30,0.10,2.00,0.70,9,150,2992.0
100,30,0.10,2.00,0.70,9,200,2992.0
100,30,0.10,2.00,0.70,11,50,3287.0
100,30,0.10,2.00,0.70,11,100,3169.0
100,30,0.10,2.00,0.70,11,150,3169.0
100,30,0.10,2.00,0.70,11,200,3169.0
100,30,0.10,2.00,0.70,13,50,3364.0
100,30,0.10,2.00,0.70,13,100,3196.0
100,30,0.10,2.00,0.70,13,150,3196.0
100,30,0.10,2.00,0.70,13,200,3196.0
100,30,0.10,2.00,0.80,1,50,3428.0
100,30,0.10,2.00,0.80,1,100,3372.0
100,30,0.10,2.00,0.80,1,150,3263.0
100,30,0.10,2.00,0.80,1,200,3263.0
100,30,0.10,2.00,0.80,3,50,3550.0
100,30,0.10,2.00,0.80,3,100,3314.0
100,30,0.10,2.00,0.80,3,150,3314.0
100,30,0.10,2.00,0.80,3,200,3314.0
100,30,0.10,2.00,0.80,5,50,3395.0
100,30,0.10,2.00,0.80,5,100,3381.0
100,30,0.10,2.00,0.80,5,150,3302.0
100,30,0.10,2.00,0.80,5,200,3302.0
100,30,0.10,2.00,0.80,7,50,3298.0
100,30,0.10,2.00,0.80,7,100,3196.0
100,30,0.10,2.00,0.80,7,150,3196.0
100,30,0.10,2.00,0.80,7,200,3184.0
100,30,0.10,2.00,0.80,9,50,3399.0
100,30,0.10,2.00,0.80,9,100,3399.0
100,30,0.10,2.00,0.80,9,150,3299.0
100,30,0.10,2.00,0.80,9,200,3299.0
100,30,0.10,2.00,0.80,11,50,3375.0
100,30,0.10,2.00,0.80,11,100,3321.0
100,30,0.10,2.00,0.80,11,150,3291.0
100,30,0.10,2.00,0.80,11,200,3269.0
100,30,0.10,2.00,0.80,13,50,3440.0
100,30,0.10,2.00,0.80,13,100,3376.0
100,30,0.10,2.00,0.80,13,150,3270.0
100,30,0.10,2.00,0.80,13,200,3270.0
100,30,0.10,2.00,0.90,1,50,3543.0
100,30,0.10,2.00,0.90,1,100,3366.0
100,30,0.10,2.00,0.90,1,150,3315.0
100,30,0.10,2.00,0.90,1,200,3315.0
100,30,0.10,2.00,0.90,3,50,3527.0
100,30,0.10,2.00,0.90,3,100,3364.0
100,30,0.10,2.00,0.90,3,150,3296.0
100,30,0.10,2.00,0.90,3,200,3284.0
100,30,0.10,2.00,0.90,5,50,3528.0
100,30,0.10,2.00,0.90,5,100,3398.0
100,30,0.10,2.00,0.90,5,150,3325.0
100,30,0.10,2.00,0.90,5,200,3203.0
100,30,0.10,2.00,0.90,7,50,3575.0
100,30,0.10,2.00,0.90,7,100,3298.0
100,30,0.10,2.00,0.90,7,150,3298.0
100,30,0.10,2.00,0.90,7,200,3298.0
100,30,0.10,2.00,0.90,9,50,3609.0
100,30,0.10,2.00,0.90,9,100,3351.0
100,30,0.10,2.00,0.90,9,150,3351.0
100,30,0.10,2.00,0.90,9,200,3351.0
100,30,0.10,2.00,0.90,11,50,3442.0
100,30,0.10,2.00,0.90,11,100,3306.0
100,30,0.10,2.00,0.90,11,150,3306.0
100,30,0.10,2.00,0.90,11,200,3289.0
100,30,0.10,2.00,0.90,13,50,3467.0
100,30,0.10,2.00,0.90,13,100,3390.0
100,30,0.10,2.00,0.90,13,150,3379.0
100,30,0.10,2.00,0.90,13,200,3379.0
100,30,0.10,2.00,1.00,1,50,3543.0
100,30,0.10,2.00,1.00,1,100,3543.0
100,30,0.10,2.00,1.00,1,150,3543.0
100,30,0.10,2.00,1.00,1,200,3543.0
100,30,0.10,2.00,1.00,3,50,3541.0
100,30,0.10,2.00,1.00,3,100,3541.0
100,30,0.10,2.00,1.00,3,150,3541.0
100,30,0.10,2.00,1.00,3,200,3541.0
100,30,0.10,2.00,1.00,5,50,3543.0
100,30,0.10,2.00,1.00,5,100,3543.0
100,30,0.10,2.00,1.00,5,150,3543.0
100,30,0.10,2.00,1.00,5,200,3543.0
100,30,0.10,2.00,1.00,7,50,3543.0
100,30,0.10,2.00,1.00,7,100,3543.0
100,30,0.10,2.00,1.00,7,150,3543.0
100,30,0.10,2.00,1.00,7,200,3543.0
100,30,0.10,2.00,1.00,9,50,3567.0
100,30,0.10,2.00,1.00,9,100,3408.0
100,30,0.10,2.00,1.00,9,150,3408.0
100,30,0.10,2.00,1.00,9,200,3324.0
100,30,0.10,2.00,1.00,11,50,3567.0
100,30,0.10,2.00,1.00,11,100,3567.0
100,30,0.10,2.00,1.00,11,150,3567.0
100,30,0.10,2.00,1.00,11,200,3558.0
100,30,0.10,2.00,1.00,13,50,3567.0
100,30,0.10,2.00,1.00,13,100,3521.0
100,30,0.10,2.00,1.00,13,150,3521.0
100,30,0.10,2.00,1.00,13,200,3521.0
100,30,0.10,2.50,0.10,1,50,2457.0
100,30,0.10,2.50,0.10,1,100,2355.0
100,30,0.10,2.50,0.10,1,150,2337.0
100,30,0.10,2.50,0.10,1,200,2337.0
100,30,0.10,2.50,0.10,3,50,2457.0
100,30,0.10,2.50,0.10,3,100,2373.0
100,30,0.10,2.50,0.10,3,150,2373.0
100,30,0.10,2.50,0.10,3,200,2373.0
100,30,0.10,2.50,0.10,5,50,2460.0
100,30,0.10,2.50,0.10,5,100,2428.0
100,30,0.10,2.50,0.10,5,150,2418.0
100,30,0.10,2.50,0.10,5,200,2418.0
100,30,0.10,2.50,0.10,7,50,2375.0
100,30,0.10,2.50,0.10,7,100,2375.0
100,30,0.10,2.50,0.10,7,150,2356.0
100,30,0.10,2.50,0.10,7,200,2345.0
100,30,0.10,2.50,0.10,9,50,2346.0
100,30,0.10,2.50,0.10,9,100,2346.0
100,30,0.10,2.50,0.10,9,150,2284.0
100,30,0.10,2.50,0.10,9,200,2284.0
100,30,0.10,2.50,0.10,11,50,2472.0
100,30,0.10,2.50,0.10,11,100,2353.0
100,30,0.10,2.50,0.10,11,150,2319.0
100,30,0.10,2.50,0.10,11,200,2311.0
100,30,0.10,2.50,0.10,13,50,2431.0
100,30,0.10,2.50,0.10,13,100,2399.0
100,30,0.10,2.50,0.10,13,150,2345.0
100,30,0.10,2.50,0.10,13,200,2345.0
100,30,0.10,2.50,0.20,1,50,2541.0
100,30,0.10,2.50,0.20,1,100,2504.0
100,30,0.10,2.50,0.20,1,150,2485.0
100,30,0.10,2.50,0.20,1,200,2446.0
100,30,0.10,2.50,0.20,3,50,2525.0
100,30,0.10,2.50,0.20,3,100,2432.0
100,30,0.10,2.50,0.20,3,150,2427.0
100,30,0.10,2.50,0.20,3,200,2427.0
100,30,0.10,2.50,0.20,5,50,2569.0
100,30,0.10,2.50,0.20,5,100,2411.0
100,30,0.10,2.50,0.20,5,150,2411.0
100,30,0.10,2.50,0.20,5,200,2411.0
100,30,0.10,2.50,0.20,7,50,2510.0
100,30,0.10,2.50,0.20,7,100,2461.0
100,30,0.10,2.50,0.20,7,150,2435.0
100,30,0.10,2.50,0.20,7,200,2413.0
100,30,0.10,2.50,0.20,9,50,2325.0
100,30,0.10,2.50,0.20,9,100,2325.0
100,30,0.10,2.50,0.20,9,150,2325.0
100,30,0.10,2.50,0.20,9,200,2325.0
100,30,0.10,2.50,0.20,11,50,2589.0
100,30,0.10,2.50,0.20,11,100,2495.0
100,30,0.10,2.50,0.20,11,150,2363.0
100,30,0.10,2.50,0.20,11,200,2363.0
100,30,0.10,2.50,0.20,13,50,2475.0
100,30,0.10,2.50,0.20,13,100,2444.0
100,30,0.10,2.50,0.20,13,150,2444.0
100,30,0.10,2.50,0.20,13,200,2333.0
100,30,0.10,2.50,0.30,1,50,2641.0
100,30,0.10,2.50,0.30,1,100,2583.0
100,30,0.10,2.50,0.30,1,150,2432.0
100,30,0.10,2.50,0.30,1,200,2432.0
100,30,0.10,2.50,0.30,3,50,2646.0
100,30,0.10,2.50,0.30,3,100,2515.0
100,30,0.10,2.50,0.30,3,150,2463.0
100,30,0.10,2.50,0.30,3,200,2463.0
100,30,0.10,2.50,0.30,5,50,2533.0
100,30,0.10,2.50,0.30,5,100,2533.0
100,30,0.10,2.50,0.30,5,150,2514.0
100,30,0.10,2.50,0.30,5,200,2475.0
100,30,0.10,2.50,0.30,7,50,2627.0
100,30,0.10,2.50,0.30,7,100,2540.0
100,30,0.10,2.50,0.30,7,150,2540.0
100,30,0.10,2.50,0.30,7,200,2478.0
100,30,0.10,2.50,0.30,9,50,2559.0
100,30,0.10,2.50,0.30,9,100,2514.0
100,30,0.10,2.50,0.30,9,150,2514.0
100,30,0.10,2.50,0.30,9,200,2470.0
100,30,0.10,2.50,0.30,11,50,2568.0
100,30,0.10,2.50,0.30,11,100,2475.0
100,30,0.10,2.50,0.30,11,150,2475.0
100,30,0.10,2.50,0.30,11,200,2475.0
100,30,0.10,2.50,0.30,13,50,2610.0
100,30,0.10,2.50,0.30,13,100,2506.0
100,30,0.10,2.50,0.30,13,150,2461.0
100,30,0.10,2.50,0.30,13,200,2461.0
100,30,0.10,2.50,0.40,1,50,2784.0
100,30,0.10,2.50,0.40,1,100,2610.0
100,30,0.10,2.50,0.40,1,150,2560.0
100,30,0.10,2.50,0.40,1,200,2550.0
100,30,0.10,2.50,0.40,3,50,2660.0
100,30,0.10,2.50,0.40,3,100,2598.0
100,30,0.10,2.50,0.40,3,150,2595.0
100,30,0.10,2.50,0.40,3,200,2555.0
100,30,0.10,2.50,0.40,5,50,2728.0
100,30,0.10,2.50,0.40,5,100,2506.0
100,30,0.10,2.50,0.40,5,150,2506.0
100,30,0.10,2.50,0.40,5,200,2506.0
100,30,0.10,2.50,0.40,7,50,2644.0
100,30,0.10,2.50,0.40,7,100,2604.0
100,30,0.10,2.50,0.40,7,150,2536.0
100,30,0.10,2.50,0.40,7,200,2496.0
100,30,0.10,2.50,0.40,9,50,2788.0
100,30,0.10,2.50,0.40,9,100,2626.0
100,30,0.10,2.50,0.40,9,150,2551.0
100,30,0.10,2.50,0.40,9,200,2495.0
100,30,0.10,2.50,0.40,11,50,2661.0
100,30,0.10,2.50,0.40,11,100,2502.0
100,30,0.10,2.50,0.40,11,150,2502.0
100,30,0.10,2.50,0.40,11,200,2502.0
100,30,0.10,2.50,0.40,13,50,2632.0
100,30,0.10,2.50,0.40,13,100,2613.0
100,30,0.10,2.50,0.40,13,150,2593.0
100,30,0.10,2.50,0.40,13,200,2579.0
100,30,0.10,2.50,0.50,1,50,2831.0
100,30,0.10,2.50,0.50,1,100,2616.0
100,30,0.10,2.50,0.50,1,150,2616.0
100,30,0.10,2.50,0.50,1,200,2616.0
100,30,0.10,2.50,0.50,3,50,2777.0
100,30,0.10,2.50,0.50,3,100,2724.0
100,30,0.10,2.50,0.50,3,150,2679.0
100,30,0.10,2.50,0.50,3,200,2581.0
100,30,0.10,2.50,0.50,5,50,2771.0
100,30,0.10,2.50,0.50,5,100,2642.0
100,30,0.10,2.50,0.50,5,150,2486.0
100,30,0.10,2.50,0.50,5,200,2486.0
100,30,0.10,2.50,0.50,7,50,2698.0
100,30,0.10,2.50,0.50,7,100,2673.0
100,30,0.10,2.50,0.50,7,150,2668.0
100,30,0.10,2.50,0.50,7,200,2608.0
100,30,0.10,2.50,0.50,9,50,2767.0
100,30,0.10,2.50,0.50,9,100,2646.0
100,30,0.10,2.50,0.50,9,150,2583.0
100,30,0.10,2.50,0.50,9,200,2583.0
100,30,0.10,2.50,0.50,11,50,2728.0
100,30,0.10,2.50,0.50,11,100,2659.0
100,30,0.10,2.50,0.50,11,150,2651.0
100,30,0.10,2.50,0.50,11,200,2572.0
100,30,0.10,2.50,0.50,13,50,2812.0
100,30,0.10,2.50,0.50,13,100,2696.0
100,30,0.10,2.50,0.50,13,150,2616.0
100,30,0.10,2.50,0.50,13,200,2549.0
100,30,0.10,2.50,0.60,1,50,2925.0
100,30,0.10,2.50,0.60,1,100,2794.0
100,30,0.10,2.50,0.60,1,150,2619.0
100,30,0.10,2.50,0.60,1,200,2619.0
100,30,0.10,2.50,0.60,3,50,2863.0
100,30,0.10,2.50,0.60,3,100,2737.0
100,30,0.10,2.50,0.60,3,150,2713.0
100,30,0.10,2.50,0.60,3,200,2706.0
100,30,0.10,2.50,0.60,5,50,2824.0
100,30,0.10,2.50,0.60,5,100,2655.0
100,30,0.10,2.50,0.60,5,150,2655.0
100,30,0.10,2.50,0.60,5,200,2643.0
100,30,0.10,2.50,0.60,7,50,2858.0
100,30,0.10,2.50,0.60,7,100,2792.0
100,30,0.10,2.50,0.60,7,150,2711.0
100,30,0.10,2.50,0.60,7,200,2665.0
100,30,0.10,2.50,0.60,9,50,2854.0
100,30,0.10,2.50,0.60,9,100,2700.0
100,30,0.10,2.50,0.60,9,150,2700.0
100,30,0.10,2.50,0.60,9,200,2700.0
100,30,0.10,2.50,0.60,11,50,2767.0
100,30,0.10,2.50,0.60,11,100,2767.0
100,30,0.10,2.50,0.60,11,150,2631.0
100,30,0.10,2.50,0.60,11,200,2631.0
100,30,0.10,2.50,0.60,13,50,2814.0
100,30,0.10,2.50,0.60,13,100,2736.0
100,30,0.10,2.50,0.60,13,150,2700.0
100,30,0.10,2.50,0.60,13,200,2700.0
100,30,0.10,2.50,0.70,1,50,2788.0
100,30,0.10,2.50,0.70,1,100,2788.0
100,30,0.10,2.50,0.70,1,150,2739.0
100,30,0.10,2.50,0.70,1,200,2739.0
100,30,0.10,2.50,0.70,3,50,3004.0
100,30,0.10,2.50,0.70,3,100,2814.0
100,30,0.10,2.50,0.70,3,150,2814.0
100,30,0.10,2.50,0.70,3,200,2781.0
100,30,0.10,2.50,0.70,5,50,2984.0
100,30,0.10,2.50,0.70,5,100,2861.0
100,30,0.10,2.50,0.70,5,150,2764.0
100,30,0.10,2.50,0.70,5,200,2733.0
100,30,0.10,2.50,0.70,7,50,2877.0
100,30,0.10,2.50,0.70,7,100,2818.0
100,30,0.10,2.50,0.70,7,150,2766.0
100,30,0.10,2.50,0.70,7,200,2766.0
100,30,0.10,2.50,0.70,9,50,2867.0
100,30,0.10,2.50,0.70,9,100,2867.0
100,30,0.10,2.50,0.70,9,150,2788.0
100,30,0.10,2.50,0.70,9,200,2785.0
100,30,0.10,2.50,0.70,11,50,2961.0
100,30,0.10,2.50,0.70,11,100,2828.0
100,30,0.10,2.50,0.70,11,150,2828.0
100,30,0.10,2.50,0.70,11,200,2812.0
100,30,0.10,2.50,0.70,13,50,2961.0
100,30,0.10,2.50,0.70,13,100,2798.0
100,30,0.10,2.50,0.70,13,150,2798.0
100,30,0.10,2.50,0.70,13,200,2785.0
100,30,0.10,2.50,0.80,1,50,3004.0
100,30,0.10,2.50,0.80,1,100,2950.0
100,30,0.10,2.50,0.80,1,150,2847.0
100,30,0.10,2.50,0.80,1,200,2846.0
100,30,0.10,2.50,0.80,3,50,3004.0
100,30,0.10,2.50,0.80,3,100,2803.0
100,30,0.10,2.50,0.80,3,150,2803.0
100,30,0.10,2.50,0.80,3,200,2803.0
100,30,0.10,2.50,0.80,5,50,2993.0
100,30,0.10,2.50,0.80,5,100,2718.0
100,30,0.10,2.50,0.80,5,150,2718.0
100,30,0.10,2.50,0.80,5,200,2718.0
100,30,0.10,2.50,0.80,7,50,2982.0
100,30,0.10,2.50,0.80,7,100,2828.0
100,30,0.10,2.50,0.80,7,150,2804.0
100,30,0.10,2.50,0.80,7,200,2796.0
100,30,0.10,2.50,0.80,9,50,3004.0
100,30,0.10,2.50,0.80,9,100,2900.0
100,30,0.10,2.50,0.80,9,150,2827.0
100,30,0.10,2.50,0.80,9,200,2686.0
100,30,0.10,2.50,0.80,11,50,3004.0
100,30,0.10,2.50,0.80,11,100,2911.0
100,30,0.10,2.50,0.80,11,150,2815.0
100,30,0.10,2.50,0.80,11,200,2815.0
100,30,0.10,2.50,0.80,13,50,2999.0
100,30,0.10,2.50,0.80,13,100,2857.0
100,30,0.10,2.50,0.80,13,150,2857.0
100,30,0.10,2.50,0.80,13,200,2857.0
100,30,0.10,2.50,0.90,1,50,3004.0
100,30,0.10,2.50,0.90,1,100,2967.0
100,30,0.10,2.50,0.90,1,150,2967.0
100,30,0.10,2.50,0.90,1,200,2929.0
100,30,0.10,2.50,0.90,3,50,3004.0
100,30,0.10,2.50,0.90,3,100,2972.0
100,30,0.10,2.50,0.90,3,150,2882.0
100,30,0.10,2.50,0.90,3,200,2856.0
100,30,0.10,2.50,0.90,5,50,3004.0
100,30,0.10,2.50,0.90,5,100,2930.0
100,30,0.10,2.50,0.90,5,150,2851.0
100,30,0.10,2.50,0.90,5,200,2851.0
100,30,0.10,2.50,0.90,7,50,3004.0
100,30,0.10,2.50,0.90,7,100,2999.0
100,30,0.10,2.50,0.90,7,150,2977.0
100,30,0.10,2.50,0.90,7,200,2950.0
100,30,0.10,2.50,0.90,9,50,3004.0
100,30,0.10,2.50,0.90,9,100,2946.0
100,30,0.10,2.50,0.90,9,150,2946.0
100,30,0.10,2.50,0.90,9,200,2937.0
100,30,0.10,2.50,0.90,11,50,3004.0
100,30,0.10,2.50,0.90,11,100,3004.0
100,30,0.10,2.50,0.90,11,150,2957.0
100,30,0.10,2.50,0.90,11,200,2947.0
100,30,0.10,2.50,0.90,13,50,3004.0
100,30,0.10,2.50,0.90,13,100,3004.0
100,30,0.10,2.50,0.90,13,150,2930.0
100,30,0.10,2.50,0.90,13,200,2884.0
100,30,0.10,2.50,1.00,1,50,3004.0
100,30,0.10,2.50,1.00,1,100,3004.0
100,30,0.10,2.50,1.00,1,150,3004.0
100,30,0.10,2.50,1.00,1,200,3004.0
100,30,0.10,2.50,1.00,3,50,3004.0
100,30,0.10,2.50,1.00,3,100,3004.0
100,30,0.10,2.50,1.00,3,150,3004.0
100,30,0.10,2.50,1.00,3,200,2992.0
100,30,0.10,2.50,1.00,5,50,3004.0
100,30,0.10,2.50,1.00,5,100,3004.0
100,30,0.10,2.50,1.00,5,150,3004.0
100,30,0.10,2.50,1.00,5,200,3004.0
100,30,0.10,2.50,1.00,7,50,3004.0
100,30,0.10,2.50,1.00,7,100,3004.0
100,30,0.10,2.50,1.00,7,150,3004.0
100,30,0.10,2.50,1.00,7,200,3004.0
